Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
1793.0,20.0,77.0,11500.0,6.0,4.0,1967.0,1967.0,0.0,872.0,60.0,108.0,1040.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1967.0,2.0,480.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,5.0,2009.0,,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Fa,TA,CBlock,TA,Fa,No,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,WD,Normal
1794.0,20.0,62.0,8010.0,6.0,9.0,1958.0,2007.0,0.0,745.0,0.0,206.0,951.0,951.0,0.0,0.0,951.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1985.0,2.0,480.0,0.0,0.0,42.0,0.0,0.0,0.0,450.0,9.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1795.0,20.0,90.0,10454.0,6.0,6.0,1957.0,1957.0,143.0,546.0,0.0,559.0,1105.0,1105.0,0.0,0.0,1105.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1957.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1796.0,20.0,80.0,9000.0,6.0,6.0,1958.0,1958.0,82.0,0.0,0.0,160.0,160.0,1142.0,0.0,0.0,1142.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1958.0,1.0,384.0,0.0,28.0,64.0,0.0,0.0,0.0,0.0,4.0,2009.0,,RL,Pave,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,Gd,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,WD,Normal
1797.0,50.0,60.0,8064.0,6.0,5.0,1950.0,1950.0,0.0,621.0,0.0,174.0,795.0,765.0,368.0,0.0,1133.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1989.0,2.0,900.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,12.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,Gd,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml
1798.0,20.0,71.0,7350.0,5.0,6.0,1958.0,1958.0,0.0,0.0,0.0,1041.0,1041.0,1041.0,0.0,0.0,1041.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1958.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
1799.0,20.0,60.0,7200.0,5.0,7.0,1952.0,1952.0,0.0,630.0,102.0,0.0,732.0,732.0,0.0,0.0,732.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1952.0,1.0,240.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,Gd,No,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1800.0,80.0,80.0,8000.0,5.0,5.0,1959.0,1959.0,0.0,433.0,95.0,0.0,528.0,1183.0,0.0,0.0,1183.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1959.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,Plywood,TA,TA,CBlock,Gd,TA,Av,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
1801.0,50.0,60.0,10800.0,4.0,7.0,1949.0,1996.0,0.0,0.0,0.0,832.0,832.0,832.0,629.0,0.0,1461.0,0.0,0.0,2.0,0.0,4.0,1.0,6.0,0.0,1949.0,1.0,384.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1802.0,50.0,60.0,8064.0,6.0,7.0,1948.0,1994.0,0.0,120.0,0.0,744.0,864.0,1064.0,0.0,431.0,1495.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1994.0,2.0,576.0,180.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml
1803.0,60.0,76.0,7570.0,6.0,5.0,1964.0,1964.0,420.0,0.0,0.0,780.0,780.0,993.0,813.0,0.0,1806.0,0.0,0.0,1.0,1.0,4.0,1.0,8.0,0.0,1964.0,2.0,483.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1804.0,90.0,75.0,8604.0,5.0,7.0,1978.0,1978.0,124.0,941.0,0.0,0.0,941.0,941.0,0.0,0.0,941.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.0,2.0,564.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1805.0,20.0,80.0,7936.0,6.0,6.0,1963.0,1963.0,0.0,826.0,0.0,219.0,1045.0,1045.0,0.0,0.0,1045.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1963.0,1.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
1806.0,50.0,68.0,4080.0,6.0,8.0,1935.0,1998.0,0.0,0.0,0.0,901.0,901.0,861.0,517.0,0.0,1378.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1920.0,1.0,162.0,54.0,0.0,40.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,Fa,Fa,P,WD,Normal
1807.0,90.0,57.0,10307.0,6.0,5.0,1910.0,1950.0,0.0,633.0,0.0,339.0,972.0,972.0,972.0,0.0,1944.0,1.0,0.0,2.0,0.0,4.0,2.0,12.0,0.0,1920.0,2.0,324.0,0.0,28.0,169.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,LwQ,Unf,GasA,Gd,N,FuseA,TA,Typ,Detchd,Unf,Fa,TA,N,WD,Normal
1808.0,50.0,90.0,15660.0,5.0,8.0,1910.0,2003.0,0.0,0.0,0.0,240.0,240.0,810.0,496.0,0.0,1306.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1959.0,2.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,Fa,TA,N,WD,Normal
1809.0,70.0,90.0,9900.0,5.0,8.0,1910.0,2002.0,0.0,0.0,0.0,504.0,504.0,764.0,700.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,1977.7212165097756,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,3.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,Normal
1810.0,70.0,57.0,6406.0,5.0,6.0,1939.0,1950.0,0.0,421.0,0.0,269.0,690.0,868.0,690.0,0.0,1558.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1939.0,2.0,400.0,0.0,36.0,0.0,0.0,182.0,0.0,0.0,10.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1811.0,190.0,63.0,7627.0,4.0,6.0,1920.0,1950.0,0.0,0.0,0.0,600.0,600.0,1101.0,600.0,0.0,1701.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1977.7212165097756,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,10.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,Gable,CompShg,AsbShng,AsbShng,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,N,SBrkr,Fa,Typ,Attchd,Unf,TA,TA,N,WD,Normal
1812.0,50.0,56.0,10134.0,5.0,5.0,1910.0,1950.0,0.0,0.0,0.0,801.0,801.0,801.0,646.0,0.0,1447.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1977.7212165097756,0.0,0.0,80.0,0.0,244.0,0.0,0.0,0.0,0.0,7.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,Normal
1813.0,50.0,50.0,6000.0,5.0,7.0,1950.0,1970.0,0.0,384.0,0.0,384.0,768.0,768.0,560.0,0.0,1328.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1950.0,1.0,308.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Ex,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1814.0,30.0,62.0,7404.0,4.0,6.0,1920.0,1950.0,0.0,0.0,0.0,861.0,861.0,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1920.0,2.0,288.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,11.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,Oth,Normal
1815.0,30.0,50.0,5925.0,2.0,4.0,1940.0,1950.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,612.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1965.0,1.0,308.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,BrkTil,TA,TA,No,GLQ,Unf,GasA,Fa,N,FuseA,TA,Typ,Detchd,Unf,TA,Fa,N,WD,Normal
1816.0,30.0,60.0,8520.0,5.0,8.0,1923.0,1950.0,0.0,0.0,0.0,624.0,624.0,792.0,0.0,0.0,792.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1963.0,1.0,287.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,2.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,Gd,TA,PConc,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1817.0,70.0,60.0,9600.0,4.0,4.0,1910.0,1950.0,0.0,0.0,0.0,677.0,677.0,833.0,677.0,0.0,1510.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,1974.0,2.0,720.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,N,WD,Normal
1818.0,70.0,70.0,8400.0,6.0,7.0,1900.0,1950.0,0.0,0.0,0.0,917.0,917.0,1090.0,917.0,0.0,2007.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1930.0,1.0,357.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,BrkFace,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,Ex,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1819.0,70.0,60.0,3600.0,6.0,7.0,1917.0,2007.0,0.0,0.0,0.0,624.0,624.0,664.0,624.0,0.0,1288.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1917.0,1.0,280.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Unf,TA,TA,N,WD,Normal
1820.0,30.0,68.58035714285714,3300.0,4.0,3.0,1910.0,1950.0,0.0,0.0,0.0,624.0,624.0,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1977.7212165097756,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,Normal
1821.0,50.0,60.0,5400.0,6.0,6.0,1920.0,1950.0,0.0,0.0,0.0,972.0,972.0,1044.0,0.0,436.0,1480.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1920.0,1.0,207.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,9.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,Fa,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,TA,Y,ConLI,Family
1822.0,70.0,60.0,9720.0,6.0,7.0,1910.0,2002.0,0.0,0.0,0.0,741.0,741.0,780.0,741.0,0.0,1521.0,0.0,0.0,1.0,0.0,4.0,1.0,8.0,0.0,1950.0,3.0,640.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,9.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
1823.0,30.0,72.0,9392.0,3.0,3.0,1900.0,1950.0,0.0,0.0,0.0,245.0,245.0,797.0,0.0,0.0,797.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1977.7212165097756,0.0,0.0,0.0,36.0,94.0,0.0,0.0,0.0,0.0,9.0,2009.0,,C (all),Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Mansard,CompShg,AsbShng,AsbShng,TA,Fa,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,Abnorml
1824.0,30.0,68.58035714285714,6615.0,6.0,6.0,1923.0,1950.0,0.0,0.0,0.0,1022.0,1022.0,1432.0,0.0,0.0,1432.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1923.0,1.0,216.0,266.0,61.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,Gd,Typ,BuiltIn,Unf,Fa,TA,Y,WD,Normal
1825.0,70.0,50.0,4960.0,5.0,7.0,1930.0,1982.0,0.0,0.0,0.0,297.0,297.0,1001.0,653.0,0.0,1654.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1955.0,1.0,336.0,244.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal
1826.0,50.0,60.0,6000.0,5.0,5.0,1924.0,1950.0,444.0,220.0,0.0,248.0,468.0,822.0,320.0,0.0,1142.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1924.0,1.0,320.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
1827.0,30.0,51.0,6120.0,5.0,6.0,1925.0,1999.0,0.0,0.0,0.0,960.0,960.0,995.0,0.0,0.0,995.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1926.0,1.0,264.0,0.0,15.0,51.0,0.0,0.0,0.0,0.0,3.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Abnorml
1828.0,50.0,51.0,6120.0,5.0,6.0,1938.0,1950.0,0.0,273.0,0.0,679.0,952.0,994.0,588.0,0.0,1582.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1938.0,1.0,250.0,189.0,0.0,34.0,150.0,0.0,0.0,0.0,2.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,Fa,TA,Y,WD,Normal
1829.0,30.0,50.0,8635.0,5.0,5.0,1925.0,1950.0,0.0,134.0,0.0,938.0,1072.0,1072.0,0.0,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1982.0,5.0,1184.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,8.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,TA,P,WD,Normal
1830.0,70.0,57.0,8094.0,6.0,6.0,1915.0,1950.0,0.0,0.0,0.0,1048.0,1048.0,1048.0,720.0,0.0,1768.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1930.0,2.0,576.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,Fa,Fa,Y,WD,Normal
1831.0,70.0,68.0,9928.0,7.0,8.0,1915.0,1994.0,0.0,0.0,0.0,672.0,672.0,1272.0,672.0,0.0,1944.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1915.0,1.0,216.0,24.0,28.0,0.0,0.0,0.0,0.0,400.0,6.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Min2,Detchd,Unf,TA,TA,N,WD,Normal
1832.0,90.0,50.0,3000.0,5.0,1.0,1922.0,1950.0,0.0,0.0,0.0,1040.0,1040.0,1088.0,1040.0,0.0,2128.0,0.0,0.0,2.0,0.0,4.0,2.0,11.0,0.0,1977.7212165097756,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Sev,Attchd,Unf,TA,TA,Y,WD,Abnorml
1833.0,70.0,57.0,6876.0,6.0,5.0,1927.0,1950.0,0.0,522.0,0.0,198.0,720.0,1146.0,784.0,0.0,1930.0,1.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,1927.0,1.0,316.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,8.0,2009.0,,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1834.0,70.0,68.58035714285714,5775.0,6.0,7.0,1915.0,2002.0,0.0,0.0,0.0,483.0,483.0,741.0,686.0,0.0,1427.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1915.0,1.0,379.0,0.0,24.0,112.0,0.0,0.0,0.0,0.0,2.0,2009.0,,RM,Pave,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1835.0,190.0,41.0,5852.0,7.0,5.0,1902.0,2000.0,188.0,169.0,0.0,851.0,1020.0,978.0,886.0,0.0,1864.0,0.0,0.0,2.0,1.0,6.0,1.0,9.0,0.0,1977.7212165097756,0.0,0.0,0.0,188.0,102.0,0.0,0.0,0.0,0.0,5.0,2009.0,,RM,Pave,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,Attchd,Unf,TA,TA,N,WD,Normal
